MolWt,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,TPSA,FractionCSP3,molecule_chembl_id,ic50_nM,log_ic50
271.71100000000007,3.1252200000000014,1,5,2,3,63.59,0.07692307692307693,CHEMBL52823,380.0,2.57978359661681
405.45700000000016,5.974400000000004,2,4,5,4,61.440000000000005,0.0,CHEMBL8000,100000.0,5.0
405.45700000000016,5.974400000000004,2,4,5,4,61.440000000000005,0.0,CHEMBL8000,50000.0,4.698970004336019
496.40900000000005,4.377200000000003,1,6,8,3,70.59,0.2916666666666667,CHEMBL139307,3.3,0.5185139398778874
496.40900000000005,4.377200000000003,1,6,8,3,70.59,0.2916666666666667,CHEMBL139307,194.0,2.287801729930226
411.2920000000001,5.528800000000003,1,4,4,4,59.81,0.09523809523809523,CHEMBL322298,200.0,2.3010299956639813
476.1610000000001,5.8084000000000024,1,4,3,4,59.81,0.05,CHEMBL111434,670.0,2.8260748027008264
427.2910000000001,5.054500000000003,1,5,4,4,69.03999999999999,0.09523809523809523,CHEMBL111197,30.0,1.4771212547196624
631.6100000000001,9.280799999999996,2,4,7,6,68.06,0.0625,CHEMBL291667,100000.0,5.0
412.39200000000017,5.0252000000000026,2,6,6,3,76.66000000000001,0.09090909090909091,CHEMBL8091,100000.0,5.0
540.4220000000001,2.8641000000000005,3,8,9,3,121.37,0.2916666666666667,CHEMBL136058,0.81,-0.09151498112135022
540.4220000000001,2.8641000000000005,3,8,9,3,121.37,0.2916666666666667,CHEMBL136058,8.8,0.9444826721501687
540.4220000000001,2.8641000000000005,3,8,9,3,121.37,0.2916666666666667,CHEMBL136058,8.8,0.9444826721501687
403.3130000000003,5.0469000000000035,1,4,3,3,59.81,0.35,CHEMBL113128,50000.0,4.698970004336019
332.16100000000006,2.9345,1,6,3,3,72.82000000000001,0.07692307692307693,CHEMBL51854,3.8,0.5797835966168101
446.9100000000004,4.275600000000003,1,7,8,3,68.74000000000001,0.36363636363636365,CHEMBL939,515.0,2.711807229041191
417.46500000000026,3.8817800000000027,1,7,10,3,85.63000000000001,0.25,CHEMBL95320,850.0,2.929418925714293
363.4630000000001,4.872600000000003,1,4,4,3,46.17,0.0,CHEMBL8271,100000.0,5.0
252.28100000000003,2.0540199999999995,2,6,2,3,89.61,0.07692307692307693,CHEMBL298931,17.0,1.2304489213782739
622.7719999999999,7.991200000000005,2,6,9,6,86.52000000000001,0.11764705882352941,CHEMBL292323,6500.0,3.8129133566428557
273.28799999999995,2.4965,3,5,4,2,78.79,0.13333333333333333,CHEMBL334334,9000.0,3.9542425094393248
273.244,2.2521999999999998,4,5,3,2,110.35000000000001,0.0,CHEMBL316764,100000.0,5.0
558.8690000000005,5.235100000000005,2,7,9,3,88.61,0.2916666666666667,CHEMBL545315,1.5,0.17609125905568124
558.8690000000005,5.235100000000005,2,7,9,3,88.61,0.2916666666666667,CHEMBL545315,7.4,0.8692317197309762
558.8690000000005,5.235100000000005,2,7,9,3,88.61,0.2916666666666667,CHEMBL545315,7.4,0.8692317197309762
428.2790000000001,4.449500000000002,1,6,4,4,81.92999999999999,0.1,CHEMBL111365,1300.0,3.113943352306837
